caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,vetoes,overriddenVetoes
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,9000,60.000,7534,50.227,60.000,0.837,1.000,0.532,0.495,0.445,0.107,0.163,0.000,0.000,0.000,0.454,0.024,0.667,0.662,0.263,0.800,0.994,0.605,0.089,0.594,2.477,0.200,0.000,0.000,0.167,0.776,0.000,0.391,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,4.668,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,9000,60.000,8078,53.853,60.000,0.898,1.000,0.517,0.490,0.464,0.135,0.102,0.000,0.000,0.000,0.463,0.019,0.503,0.512,0.265,0.815,0.996,0.628,0.089,0.594,2.677,0.185,0.839,0.164,0.133,0.963,0.147,0.401,0.000,0.000,0.503,0.000,0.000,0.000,0.000,0.000,4.954,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,9000,60.000,6776,45.173,57.353,0.753,0.956,0.537,0.516,0.404,0.114,0.247,0.044,0.000,0.000,0.445,0.030,0.593,0.656,0.179,0.810,0.959,0.435,0.000,0.000,0.000,0.190,0.000,0.000,0.152,0.580,0.000,0.408,0.000,0.000,0.593,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1992,13.280,13.360,0.221,0.223,0.587,0.658,0.130,0.240,0.779,0.548,0.230,0.000,0.186,0.503,0.073,0.253,0.210,0.859,0.643,0.376,0.000,0.000,0.000,0.141,0.000,0.000,0.081,0.091,0.000,0.558,0.000,0.000,0.073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,6598,43.987,60.000,0.733,1.000,0.514,0.490,0.377,0.115,0.267,0.000,0.000,0.333,0.425,0.152,0.525,0.580,0.258,0.805,0.904,0.600,0.000,0.000,0.000,0.195,0.000,0.000,0.171,0.682,0.000,0.379,0.000,0.000,0.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,1303,8.687,8.727,0.145,0.145,0.614,0.726,0.089,0.334,0.855,0.855,0.000,0.000,0.099,0.650,0.034,0.168,0.152,0.821,0.609,0.244,0.000,0.000,0.000,0.179,0.000,0.000,0.054,0.027,0.000,0.613,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3917,26.113,55.813,0.435,0.930,0.562,0.606,0.245,0.174,0.565,0.069,0.001,0.000,0.253,0.176,0.217,0.401,0.200,0.810,0.942,0.369,0.000,0.000,0.000,0.190,0.000,0.000,0.099,0.222,0.000,0.519,0.000,0.000,0.217,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4213,28.087,60.000,0.468,1.000,0.556,0.615,0.260,0.153,0.532,0.000,0.000,0.000,0.352,0.096,0.267,0.464,0.179,0.824,0.978,0.300,0.000,0.000,0.000,0.176,0.000,0.000,0.099,0.264,0.000,0.524,0.000,0.000,0.267,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6459,43.060,51.473,0.718,0.858,0.536,0.504,0.384,0.113,0.282,0.142,0.000,0.000,0.438,0.126,0.555,0.640,0.250,0.802,0.916,0.562,0.000,0.000,0.000,0.198,0.000,0.000,0.160,0.623,0.000,0.403,0.000,0.000,0.555,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,bicameral-majority,Bicameral simple majority,9000,60.000,1543,10.287,60.000,0.171,1.000,0.624,0.678,0.107,0.282,0.829,0.000,0.000,0.000,0.000,0.588,0.053,0.238,0.210,0.827,0.534,0.376,0.000,0.000,0.000,0.173,0.000,0.000,0.072,0.058,0.000,0.603,0.000,0.000,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,999,6.660,60.000,0.111,1.000,0.637,0.694,0.071,0.310,0.889,0.000,0.000,0.000,0.000,0.718,0.031,0.209,0.206,0.826,0.349,0.357,0.000,0.000,0.000,0.174,0.000,0.000,0.061,0.037,0.000,0.628,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,543,7
multi-party,Multi-Party System,Generated legislators sort into five parties.,simple-majority,Unicameral simple majority,9000,60.000,2432,16.213,60.000,0.270,1.000,0.600,0.642,0.162,0.234,0.730,0.000,0.000,0.000,0.000,0.413,0.109,0.323,0.209,0.829,0.726,0.389,0.000,0.000,0.000,0.171,0.000,0.000,0.086,0.123,0.000,0.563,0.000,0.000,0.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,simple-majority-mediation,Unicameral majority + mediation,9000,60.000,3186,21.240,60.000,0.354,1.000,0.589,0.610,0.208,0.208,0.646,0.000,0.000,0.000,0.000,0.339,0.161,0.405,0.230,0.828,0.773,0.463,0.000,0.000,0.000,0.172,0.829,0.162,0.089,0.516,0.148,0.536,0.000,0.000,0.161,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,supermajority-60,Unicameral 60 percent passage,9000,60.000,857,5.713,60.000,0.095,1.000,0.671,0.721,0.064,0.363,0.905,0.000,0.000,0.000,0.000,0.733,0.020,0.151,0.199,0.831,0.309,0.345,0.000,0.000,0.000,0.169,0.000,0.000,0.053,0.030,0.000,0.664,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass,Default pass unless 2/3 block,9000,60.000,7600,50.667,60.000,0.844,1.000,0.534,0.493,0.451,0.107,0.156,0.000,0.000,0.000,0.450,0.019,0.681,0.672,0.255,0.804,0.999,0.595,0.000,0.000,0.000,0.196,0.000,0.000,0.168,0.773,0.000,0.392,0.000,0.000,0.681,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-mediation,Default pass + mediated amendments,9000,60.000,8165,54.433,60.000,0.907,1.000,0.521,0.489,0.473,0.136,0.093,0.000,0.000,0.000,0.448,0.009,0.512,0.516,0.258,0.818,0.994,0.621,0.000,0.000,0.000,0.182,0.830,0.165,0.133,0.970,0.148,0.403,0.000,0.000,0.512,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-harm-threshold,Default pass + harm-weighted threshold,9000,60.000,6991,46.607,60.000,0.777,1.000,0.536,0.502,0.416,0.114,0.223,0.000,0.000,0.000,0.441,0.065,0.602,0.645,0.243,0.806,0.997,0.546,0.000,0.000,0.000,0.194,0.000,0.000,0.145,0.279,0.000,0.406,0.000,0.000,0.602,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-compensation,Default pass + compensation amendments,9000,60.000,7594,50.627,60.000,0.844,1.000,0.534,0.487,0.451,0.108,0.156,0.000,0.000,0.000,0.444,0.022,0.680,0.672,0.256,0.803,1.000,0.616,0.000,0.000,0.000,0.197,0.000,0.000,0.124,0.956,0.140,0.409,0.000,0.000,0.680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-affected-consent,Default pass + affected-group consent,9000,60.000,6993,46.620,53.860,0.777,0.898,0.537,0.504,0.418,0.114,0.223,0.102,0.000,0.000,0.437,0.020,0.600,0.643,0.242,0.810,0.999,0.542,0.000,0.000,0.000,0.190,0.000,0.000,0.125,0.975,0.147,0.424,0.000,0.000,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,9000,60.000,7611,50.740,60.000,0.846,1.000,0.533,0.492,0.451,0.107,0.154,0.000,0.000,0.000,0.452,0.020,0.679,0.669,0.258,0.805,0.994,0.599,0.132,0.639,1.660,0.195,0.000,0.000,0.168,0.777,0.000,0.389,0.000,0.000,0.679,0.000,0.000,0.000,0.000,0.000,3.158,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,9000,60.000,8165,54.433,60.000,0.907,1.000,0.521,0.488,0.472,0.136,0.093,0.000,0.000,0.000,0.450,0.013,0.511,0.516,0.261,0.819,0.993,0.628,0.132,0.639,1.801,0.181,0.832,0.165,0.133,0.978,0.148,0.401,0.000,0.000,0.511,0.000,0.000,0.000,0.000,0.000,3.364,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,9000,60.000,6852,45.680,57.393,0.761,0.957,0.537,0.514,0.409,0.112,0.239,0.043,0.000,0.000,0.451,0.029,0.607,0.665,0.176,0.814,0.967,0.431,0.000,0.000,0.000,0.186,0.000,0.000,0.153,0.599,0.000,0.406,0.000,0.000,0.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,2018,13.453,13.600,0.224,0.227,0.590,0.659,0.132,0.240,0.776,0.539,0.235,0.000,0.210,0.495,0.077,0.264,0.207,0.864,0.656,0.372,0.000,0.000,0.000,0.136,0.000,0.000,0.085,0.104,0.000,0.555,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,2947,19.647,60.000,0.327,1.000,0.576,0.614,0.189,0.214,0.673,0.000,0.000,0.810,0.147,0.374,0.136,0.337,0.213,0.831,0.797,0.414,0.000,0.000,0.000,0.169,0.000,0.000,0.099,0.166,0.000,0.521,0.000,0.000,0.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,3821,25.473,26.347,0.425,0.439,0.560,0.620,0.238,0.189,0.575,0.561,0.000,0.000,0.322,0.194,0.184,0.345,0.190,0.825,0.978,0.331,0.000,0.000,0.000,0.175,0.000,0.000,0.099,0.215,0.000,0.518,0.000,0.000,0.184,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3947,26.313,55.807,0.439,0.930,0.567,0.606,0.249,0.175,0.561,0.070,0.000,0.000,0.234,0.156,0.218,0.400,0.197,0.814,0.918,0.364,0.000,0.000,0.000,0.186,0.000,0.000,0.101,0.238,0.000,0.522,0.000,0.000,0.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4234,28.227,60.000,0.470,1.000,0.556,0.614,0.262,0.154,0.530,0.000,0.000,0.000,0.351,0.089,0.270,0.464,0.172,0.826,0.986,0.291,0.000,0.000,0.000,0.174,0.000,0.000,0.100,0.260,0.000,0.524,0.000,0.000,0.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6579,43.860,51.487,0.731,0.858,0.536,0.502,0.392,0.112,0.269,0.142,0.000,0.000,0.440,0.113,0.572,0.651,0.247,0.806,0.887,0.555,0.000,0.000,0.000,0.194,0.000,0.000,0.162,0.636,0.000,0.401,0.000,0.000,0.572,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,bicameral-majority,Bicameral simple majority,9000,60.000,1672,11.147,60.000,0.186,1.000,0.623,0.677,0.116,0.273,0.814,0.000,0.000,0.000,0.000,0.545,0.060,0.253,0.195,0.830,0.562,0.350,0.000,0.000,0.000,0.170,0.000,0.000,0.071,0.071,0.000,0.603,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,1083,7.220,60.000,0.120,1.000,0.639,0.692,0.077,0.299,0.880,0.000,0.000,0.000,0.000,0.692,0.034,0.221,0.200,0.829,0.367,0.358,0.000,0.000,0.000,0.171,0.000,0.000,0.067,0.051,0.000,0.625,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,547,10
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,simple-majority,Unicameral simple majority,27000,180.000,7359,49.060,180.000,0.273,1.000,0.596,0.637,0.162,0.230,0.727,0.000,0.000,0.000,0.000,0.434,0.108,0.319,0.212,0.828,0.720,0.395,0.000,0.000,0.000,0.172,0.000,0.000,0.088,0.118,0.000,0.555,0.000,0.000,0.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,simple-majority-mediation,Unicameral majority + mediation,27000,180.000,9328,62.187,180.000,0.345,1.000,0.584,0.606,0.202,0.206,0.655,0.000,0.000,0.000,0.000,0.372,0.154,0.396,0.230,0.825,0.755,0.465,0.000,0.000,0.000,0.175,0.828,0.161,0.089,0.457,0.153,0.533,0.000,0.000,0.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,supermajority-60,Unicameral 60 percent passage,27000,180.000,2277,15.180,180.000,0.084,1.000,0.665,0.721,0.056,0.367,0.916,0.000,0.000,0.000,0.000,0.764,0.017,0.142,0.194,0.827,0.301,0.330,0.000,0.000,0.000,0.173,0.000,0.000,0.050,0.021,0.000,0.665,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass,Default pass unless 2/3 block,27000,180.000,22754,151.693,180.000,0.843,1.000,0.533,0.493,0.449,0.105,0.157,0.000,0.000,0.000,0.448,0.025,0.679,0.671,0.256,0.802,0.994,0.591,0.000,0.000,0.000,0.198,0.000,0.000,0.168,0.761,0.000,0.391,0.000,0.000,0.679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-mediation,Default pass + mediated amendments,27000,180.000,24186,161.240,180.000,0.896,1.000,0.518,0.490,0.464,0.134,0.104,0.000,0.000,0.000,0.455,0.016,0.506,0.518,0.258,0.815,0.996,0.615,0.000,0.000,0.000,0.185,0.832,0.165,0.132,0.955,0.152,0.404,0.000,0.000,0.506,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-harm-threshold,Default pass + harm-weighted threshold,27000,180.000,20828,138.853,180.000,0.771,1.000,0.534,0.504,0.412,0.113,0.229,0.000,0.000,0.000,0.440,0.078,0.597,0.646,0.242,0.804,0.998,0.539,0.000,0.000,0.000,0.196,0.000,0.000,0.144,0.276,0.000,0.407,0.000,0.000,0.597,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-compensation,Default pass + compensation amendments,27000,180.000,22779,151.860,180.000,0.844,1.000,0.533,0.487,0.449,0.106,0.156,0.000,0.000,0.000,0.448,0.026,0.680,0.671,0.257,0.802,0.996,0.611,0.000,0.000,0.000,0.198,0.000,0.000,0.124,0.940,0.143,0.410,0.000,0.000,0.680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-affected-consent,Default pass + affected-group consent,27000,180.000,20877,139.180,161.420,0.773,0.897,0.535,0.505,0.414,0.111,0.227,0.103,0.000,0.000,0.434,0.027,0.602,0.649,0.242,0.806,0.995,0.541,0.000,0.000,0.000,0.194,0.000,0.000,0.123,0.957,0.152,0.425,0.000,0.000,0.602,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,27000,180.000,22774,151.827,180.000,0.843,1.000,0.532,0.493,0.449,0.105,0.157,0.000,0.000,0.000,0.449,0.024,0.680,0.672,0.257,0.802,0.992,0.594,0.069,0.641,3.139,0.198,0.000,0.000,0.168,0.757,0.000,0.390,0.000,0.000,0.680,0.000,0.000,0.000,0.000,0.000,6.015,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,27000,180.000,24219,161.460,180.000,0.897,1.000,0.518,0.490,0.465,0.134,0.103,0.000,0.000,0.000,0.452,0.016,0.506,0.518,0.260,0.816,0.997,0.620,0.069,0.641,3.372,0.184,0.833,0.165,0.132,0.946,0.152,0.403,0.000,0.000,0.506,0.000,0.000,0.000,0.000,0.000,6.358,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,27000,180.000,20654,137.693,172.413,0.765,0.958,0.536,0.512,0.410,0.110,0.235,0.042,0.000,0.000,0.446,0.033,0.613,0.668,0.178,0.812,0.959,0.439,0.000,0.000,0.000,0.188,0.000,0.000,0.154,0.600,0.000,0.406,0.000,0.000,0.613,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-informed-guarded,Default pass + informed guarded committee,27000,180.000,5808,38.720,38.933,0.215,0.216,0.587,0.655,0.126,0.240,0.785,0.551,0.233,0.000,0.199,0.527,0.071,0.250,0.208,0.863,0.619,0.376,0.000,0.000,0.000,0.137,0.000,0.000,0.083,0.089,0.000,0.555,0.000,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-challenge,Default pass + challenge vouchers,27000,180.000,23281,155.207,180.000,0.862,1.000,0.510,0.476,0.440,0.101,0.138,0.000,0.000,0.167,0.458,0.083,0.648,0.614,0.259,0.805,0.957,0.616,0.000,0.000,0.000,0.195,0.000,0.000,0.180,0.830,0.000,0.366,0.000,0.000,0.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,27000,180.000,6751,45.007,45.293,0.250,0.252,0.581,0.679,0.145,0.251,0.750,0.748,0.000,0.000,0.202,0.470,0.081,0.256,0.164,0.826,0.861,0.272,0.000,0.000,0.000,0.174,0.000,0.000,0.072,0.072,0.000,0.564,0.000,0.000,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-adaptive-track,Default pass + adaptive tracks,27000,180.000,11972,79.813,167.513,0.443,0.931,0.563,0.601,0.250,0.170,0.557,0.069,0.001,0.000,0.247,0.182,0.222,0.400,0.197,0.813,0.917,0.366,0.000,0.000,0.000,0.187,0.000,0.000,0.102,0.228,0.000,0.516,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-sunset-trial,Default pass + sunset trial,27000,180.000,12661,84.407,180.000,0.469,1.000,0.555,0.615,0.260,0.149,0.531,0.000,0.000,0.000,0.354,0.094,0.271,0.470,0.175,0.824,0.980,0.294,0.000,0.000,0.000,0.176,0.000,0.000,0.099,0.263,0.000,0.526,0.000,0.000,0.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-earned-credits,Default pass + earned proposal credits,27000,180.000,15935,106.233,124.107,0.590,0.689,0.537,0.517,0.317,0.114,0.410,0.311,0.000,0.000,0.435,0.239,0.446,0.624,0.234,0.807,0.788,0.511,0.000,0.000,0.000,0.193,0.000,0.000,0.153,0.465,0.000,0.416,0.000,0.000,0.446,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,bicameral-majority,Bicameral simple majority,27000,180.000,4740,31.600,180.000,0.176,1.000,0.623,0.671,0.109,0.278,0.824,0.000,0.000,0.000,0.000,0.585,0.053,0.231,0.205,0.832,0.527,0.366,0.000,0.000,0.000,0.168,0.000,0.000,0.073,0.064,0.000,0.599,0.000,0.000,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,presidential-veto,Bicameral majority + presidential veto,27000,180.000,2992,19.947,180.000,0.111,1.000,0.636,0.688,0.071,0.304,0.889,0.000,0.000,0.000,0.000,0.723,0.030,0.206,0.201,0.828,0.357,0.357,0.000,0.000,0.000,0.172,0.000,0.000,0.064,0.033,0.000,0.624,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1574,12
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,simple-majority,Unicameral simple majority,45000,300.000,12261,81.740,300.000,0.272,1.000,0.596,0.636,0.162,0.233,0.728,0.000,0.000,0.000,0.000,0.425,0.108,0.317,0.213,0.824,0.711,0.405,0.000,0.000,0.000,0.176,0.000,0.000,0.087,0.125,0.000,0.558,0.000,0.000,0.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
